"filename", "language", "Python", "HTML", "JavaScript", "PostCSS", "XML", "Markdown", "pip requirements", "comment", "blank", "total"
"d:\repo\Phoenix11\market\enums.py", "Python", 8, 0, 0, 0, 0, 0, 0, 0, 4, 12
"d:\repo\Phoenix11\market\forms.py", "Python", 37, 0, 0, 0, 0, 0, 0, 0, 14, 51
"d:\repo\Phoenix11\market\migrations\0001_initial.py", "Python", 137, 0, 0, 0, 0, 0, 0, 1, 7, 145
"d:\repo\Phoenix11\market\migrations\0002_alter_shop_unit_name.py", "Python", 12, 0, 0, 0, 0, 0, 0, 1, 6, 19
"d:\repo\Phoenix11\market\migrations\0003_alter_shop_unit_name_shoppackage.py", "Python", 33, 0, 0, 0, 0, 0, 0, 1, 6, 40
"d:\repo\Phoenix11\market\migrations\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\repo\Phoenix11\market\models.py", "Python", 146, 0, 0, 0, 0, 0, 0, 1, 55, 202
"d:\repo\Phoenix11\market\repo.py", "Python", 606, 0, 0, 0, 0, 0, 0, 20, 118, 744
"d:\repo\Phoenix11\market\serializers.py", "Python", 54, 0, 0, 0, 0, 0, 0, 0, 31, 85
"d:\repo\Phoenix11\market\templates\market\cart-items.html", "HTML", 0, 13, 0, 0, 0, 0, 0, 0, 10, 23
"d:\repo\Phoenix11\market\templates\market\cart.html", "HTML", 0, 53, 0, 0, 0, 0, 0, 0, 13, 66
"d:\repo\Phoenix11\market\templates\market\category.html", "HTML", 0, 34, 0, 0, 0, 0, 0, 0, 22, 56
"d:\repo\Phoenix11\market\templates\market\customer.html", "HTML", 0, 46, 0, 0, 0, 0, 0, 0, 10, 56
"d:\repo\Phoenix11\market\templates\market\customers.html", "HTML", 0, 21, 0, 0, 0, 0, 0, 0, 11, 32
"d:\repo\Phoenix11\market\templates\market\desk-menu.html", "HTML", 0, 16, 0, 0, 0, 0, 0, 0, 5, 21
"d:\repo\Phoenix11\market\templates\market\desk.html", "HTML", 0, 20, 0, 0, 0, 0, 0, 0, 2, 22
"d:\repo\Phoenix11\market\templates\market\desks.html", "HTML", 0, 20, 0, 0, 0, 0, 0, 0, 7, 27
"d:\repo\Phoenix11\market\templates\market\includes\add-customer-app\script.html", "HTML", 0, 67, 0, 0, 0, 0, 0, 0, 11, 78
"d:\repo\Phoenix11\market\templates\market\includes\add-customer-app\template.html", "HTML", 0, 120, 0, 0, 0, 0, 0, 0, 2, 122
"d:\repo\Phoenix11\market\templates\market\includes\add-menu-app\script.html", "HTML", 0, 40, 0, 0, 0, 0, 0, 0, 7, 47
"d:\repo\Phoenix11\market\templates\market\includes\add-menu-app\template.html", "HTML", 0, 81, 0, 0, 0, 0, 0, 0, 12, 93
"d:\repo\Phoenix11\market\templates\market\includes\add-shop-app\script.html", "HTML", 0, 63, 0, 0, 0, 0, 0, 0, 8, 71
"d:\repo\Phoenix11\market\templates\market\includes\add-shop-app\template.html", "HTML", 0, 69, 0, 0, 0, 0, 0, 0, 25, 94
"d:\repo\Phoenix11\market\templates\market\includes\add-supplier-app\script.html", "HTML", 0, 67, 0, 0, 0, 0, 0, 0, 11, 78
"d:\repo\Phoenix11\market\templates\market\includes\add-supplier-app\template.html", "HTML", 0, 120, 0, 0, 0, 0, 0, 0, 1, 121
"d:\repo\Phoenix11\market\templates\market\includes\add-to-cart-app\script.html", "HTML", 0, 35, 0, 0, 0, 0, 0, 0, 5, 40
"d:\repo\Phoenix11\market\templates\market\includes\add-to-cart-app\template.html", "HTML", 0, 37, 0, 0, 0, 0, 0, 0, 6, 43
"d:\repo\Phoenix11\market\templates\market\includes\cart-items-app\navbar-script.html", "HTML", 0, 10, 0, 0, 0, 0, 0, 0, 0, 10
"d:\repo\Phoenix11\market\templates\market\includes\cart-items-app\navbar-template.html", "HTML", 0, 12, 0, 0, 0, 0, 0, 0, 7, 19
"d:\repo\Phoenix11\market\templates\market\includes\cart-items-app\script.html", "HTML", 0, 9, 0, 0, 0, 0, 0, 0, 0, 9
"d:\repo\Phoenix11\market\templates\market\includes\cart-items-app\template.html", "HTML", 0, 91, 0, 0, 0, 0, 0, 0, 25, 116
"d:\repo\Phoenix11\market\templates\market\includes\categories-app\script.html", "HTML", 0, 12, 0, 0, 0, 0, 0, 0, 5, 17
"d:\repo\Phoenix11\market\templates\market\includes\categories-app\template.html", "HTML", 0, 13, 0, 0, 0, 0, 0, 0, 5, 18
"d:\repo\Phoenix11\market\templates\market\includes\customer-app\navbar.html", "HTML", 0, 22, 0, 0, 0, 0, 0, 0, 8, 30
"d:\repo\Phoenix11\market\templates\market\includes\customers-app\script.html", "HTML", 0, 34, 0, 0, 0, 0, 0, 0, 1, 35
"d:\repo\Phoenix11\market\templates\market\includes\customers-app\template.html", "HTML", 0, 80, 0, 0, 0, 0, 0, 0, 18, 98
"d:\repo\Phoenix11\market\templates\market\includes\desk-menu-app\component.html", "HTML", 0, 19, 0, 0, 0, 0, 0, 0, 4, 23
"d:\repo\Phoenix11\market\templates\market\includes\desk-menu-app\script.html", "HTML", 0, 51, 0, 0, 0, 0, 0, 0, 5, 56
"d:\repo\Phoenix11\market\templates\market\includes\desk-menu-app\template.html", "HTML", 0, 28, 0, 0, 0, 0, 0, 0, 4, 32
"d:\repo\Phoenix11\market\templates\market\includes\desks-app\script.html", "HTML", 0, 14, 0, 0, 0, 0, 0, 0, 1, 15
"d:\repo\Phoenix11\market\templates\market\includes\desks-app\template.html", "HTML", 0, 75, 0, 0, 0, 0, 0, 0, 7, 82
"d:\repo\Phoenix11\market\templates\market\includes\menus-app\script.html", "HTML", 0, 14, 0, 0, 0, 0, 0, 0, 1, 15
"d:\repo\Phoenix11\market\templates\market\includes\menus-app\template.html", "HTML", 0, 75, 0, 0, 0, 0, 0, 0, 7, 82
"d:\repo\Phoenix11\market\templates\market\includes\navbar.html", "HTML", 0, 6, 0, 0, 0, 0, 0, 0, 2, 8
"d:\repo\Phoenix11\market\templates\market\includes\product-app\card-contents.html", "HTML", 0, 11, 0, 0, 0, 0, 0, 0, 1, 12
"d:\repo\Phoenix11\market\templates\market\includes\product-app\card.html", "HTML", 0, 13, 0, 0, 0, 0, 0, 0, 3, 16
"d:\repo\Phoenix11\market\templates\market\includes\product-app\main-shop.html", "HTML", 0, 10, 0, 0, 0, 0, 0, 0, 2, 12
"d:\repo\Phoenix11\market\templates\market\includes\product-app\main.html", "HTML", 0, 20, 0, 0, 0, 0, 0, 0, 6, 26
"d:\repo\Phoenix11\market\templates\market\includes\product-app\navbar.html", "HTML", 0, 20, 0, 0, 0, 0, 0, 0, 5, 25
"d:\repo\Phoenix11\market\templates\market\includes\product-app\relateds.html", "HTML", 0, 28, 0, 0, 0, 0, 0, 0, 10, 38
"d:\repo\Phoenix11\market\templates\market\includes\product-app\script.html", "HTML", 0, 4, 0, 0, 0, 0, 0, 0, 2, 6
"d:\repo\Phoenix11\market\templates\market\includes\product-shops-app\script.html", "HTML", 0, 15, 0, 0, 0, 0, 0, 0, 3, 18
"d:\repo\Phoenix11\market\templates\market\includes\product-shops-app\template.html", "HTML", 0, 61, 0, 0, 0, 0, 0, 0, 26, 87
"d:\repo\Phoenix11\market\templates\market\includes\products-app\script.html", "HTML", 0, 26, 0, 0, 0, 0, 0, 0, 3, 29
"d:\repo\Phoenix11\market\templates\market\includes\products-app\template.html", "HTML", 0, 37, 0, 0, 0, 0, 0, 0, 16, 53
"d:\repo\Phoenix11\market\templates\market\includes\shop-packages-app\script.html", "HTML", 0, 12, 0, 0, 0, 0, 0, 0, 2, 14
"d:\repo\Phoenix11\market\templates\market\includes\shop-packages-app\template.html", "HTML", 0, 110, 0, 0, 0, 0, 0, 0, 12, 122
"d:\repo\Phoenix11\market\templates\market\includes\shops-app\script.html", "HTML", 0, 24, 0, 0, 0, 0, 0, 0, 5, 29
"d:\repo\Phoenix11\market\templates\market\includes\shops-app\template.html", "HTML", 0, 123, 0, 0, 0, 0, 0, 0, 40, 163
"d:\repo\Phoenix11\market\templates\market\includes\supplier-app\navbar.html", "HTML", 0, 17, 0, 0, 0, 0, 0, 0, 9, 26
"d:\repo\Phoenix11\market\templates\market\includes\suppliers-app\script.html", "HTML", 0, 11, 0, 0, 0, 0, 0, 0, 0, 11
"d:\repo\Phoenix11\market\templates\market\includes\suppliers-app\template.html", "HTML", 0, 48, 0, 0, 0, 0, 0, 0, 13, 61
"d:\repo\Phoenix11\market\templates\market\index.html", "HTML", 0, 77, 0, 0, 0, 0, 0, 0, 25, 102
"d:\repo\Phoenix11\market\templates\market\layout.html", "HTML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"d:\repo\Phoenix11\market\templates\market\menu.html", "HTML", 0, 49, 0, 0, 0, 0, 0, 0, 9, 58
"d:\repo\Phoenix11\market\templates\market\menus.html", "HTML", 0, 20, 0, 0, 0, 0, 0, 0, 7, 27
"d:\repo\Phoenix11\market\templates\market\product.html", "HTML", 0, 49, 0, 0, 0, 0, 0, 0, 7, 56
"d:\repo\Phoenix11\market\templates\market\products.html", "HTML", 0, 13, 0, 0, 0, 0, 0, 0, 11, 24
"d:\repo\Phoenix11\market\templates\market\shop-package.html", "HTML", 0, 13, 0, 0, 0, 0, 0, 0, 10, 23
"d:\repo\Phoenix11\market\templates\market\shop-packages.html", "HTML", 0, 13, 0, 0, 0, 0, 0, 0, 10, 23
"d:\repo\Phoenix11\market\templates\market\shop.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\repo\Phoenix11\market\templates\market\shops.html", "HTML", 0, 13, 0, 0, 0, 0, 0, 0, 10, 23
"d:\repo\Phoenix11\market\templates\market\supplier.html", "HTML", 0, 52, 0, 0, 0, 0, 0, 0, 4, 56
"d:\repo\Phoenix11\market\templates\market\suppliers.html", "HTML", 0, 21, 0, 0, 0, 0, 0, 0, 12, 33
"d:\repo\Phoenix11\market\tests.py", "Python", 1, 0, 0, 0, 0, 0, 0, 1, 2, 4
"d:\repo\Phoenix11\market\urls.py", "Python", 30, 0, 0, 0, 0, 0, 0, 0, 8, 38
"d:\repo\Phoenix11\market\views.py", "Python", 238, 0, 0, 0, 0, 0, 0, 2, 79, 319
"d:\repo\Phoenix11\messenger\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\repo\Phoenix11\messenger\admin.py", "Python", 6, 0, 0, 0, 0, 0, 0, 0, 1, 7
"d:\repo\Phoenix11\messenger\apis.py", "Python", 53, 0, 0, 0, 0, 0, 0, 0, 5, 58
"d:\repo\Phoenix11\messenger\apps.py", "Python", 5, 0, 0, 0, 0, 0, 0, 0, 2, 7
"d:\repo\Phoenix11\messenger\constants.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\repo\Phoenix11\messenger\enums.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 3, 6
"d:\repo\Phoenix11\messenger\forms.py", "Python", 13, 0, 0, 0, 0, 0, 0, 0, 3, 16
"d:\repo\Phoenix11\messenger\help.py", "Python", 13, 0, 0, 0, 0, 0, 0, 0, 4, 17
"d:\repo\Phoenix11\messenger\migrations\0001_initial.py", "Python", 74, 0, 0, 0, 0, 0, 0, 1, 7, 82
"d:\repo\Phoenix11\messenger\migrations\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\repo\Phoenix11\messenger\models.py", "Python", 91, 0, 0, 0, 0, 0, 0, 5, 18, 114
"d:\repo\Phoenix11\messenger\repo.py", "Python", 174, 0, 0, 0, 0, 0, 0, 6, 28, 208
"d:\repo\Phoenix11\messenger\serializers.py", "Python", 27, 0, 0, 0, 0, 0, 0, 0, 3, 30
"d:\repo\Phoenix11\messenger\settings.py", "Python", 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\repo\Phoenix11\messenger\sms.py", "Python", 40, 0, 0, 0, 0, 0, 0, 16, 19, 75
"d:\repo\Phoenix11\messenger\templates\messenger\channel.html", "HTML", 0, 64, 0, 0, 0, 0, 0, 0, 29, 93
"d:\repo\Phoenix11\messenger\templates\messenger\empty.html", "HTML", 0, 7, 0, 0, 0, 0, 0, 0, 7, 14
"d:\repo\Phoenix11\messenger\templates\messenger\event.html", "HTML", 0, 7, 0, 0, 0, 0, 0, 0, 7, 14
"d:\repo\Phoenix11\messenger\templates\messenger\help\add_channel.html", "HTML", 0, 28, 0, 0, 0, 0, 0, 0, 17, 45
"d:\repo\Phoenix11\messenger\templates\messenger\includes\channels-app\script.html", "HTML", 0, 10, 0, 0, 0, 0, 0, 0, 1, 11
"d:\repo\Phoenix11\messenger\templates\messenger\includes\channels-app\template.html", "HTML", 0, 37, 0, 0, 0, 0, 0, 0, 7, 44
"d:\repo\Phoenix11\messenger\templates\messenger\includes\chat-app\script.html", "HTML", 0, 87, 0, 0, 0, 0, 0, 0, 16, 103
"d:\repo\Phoenix11\messenger\templates\messenger\includes\chat-app\send-message.html", "HTML", 0, 27, 0, 0, 0, 0, 0, 0, 2, 29
"d:\repo\Phoenix11\messenger\templates\messenger\includes\chat-app\template.html", "HTML", 0, 77, 0, 0, 0, 0, 0, 0, 23, 100
"d:\repo\Phoenix11\messenger\templates\messenger\includes\events-app\script.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\repo\Phoenix11\messenger\templates\messenger\includes\events-app\template.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\repo\Phoenix11\messenger\templates\messenger\includes\navbar.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\repo\Phoenix11\messenger\templates\messenger\includes\notification-app\script.html", "HTML", 0, 34, 0, 0, 0, 0, 0, 0, 5, 39
"d:\repo\Phoenix11\messenger\templates\messenger\includes\notification-app\send-notification.html", "HTML", 0, 26, 0, 0, 0, 0, 0, 0, 3, 29
"d:\repo\Phoenix11\messenger\templates\messenger\includes\notification-app\template.html", "HTML", 0, 6, 0, 0, 0, 0, 0, 0, 6, 12
"d:\repo\Phoenix11\messenger\templates\messenger\includes\send-sms-app\script.html", "HTML", 0, 32, 0, 0, 0, 0, 0, 0, 1, 33
"d:\repo\Phoenix11\messenger\templates\messenger\includes\send-sms-app\template.html", "HTML", 0, 43, 0, 0, 0, 0, 0, 0, 8, 51
"d:\repo\Phoenix11\messenger\templates\messenger\includes\tickets-app\script.html", "HTML", 0, 10, 0, 0, 0, 0, 0, 0, 1, 11
"d:\repo\Phoenix11\messenger\templates\messenger\includes\tickets-app\template.html", "HTML", 0, 37, 0, 0, 0, 0, 0, 0, 8, 45
"d:\repo\Phoenix11\messenger\templates\messenger\index.html", "HTML", 0, 73, 0, 0, 0, 0, 0, 0, 22, 95
"d:\repo\Phoenix11\messenger\templates\messenger\layout.html", "HTML", 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"d:\repo\Phoenix11\messenger\templates\messenger\member.html", "HTML", 0, 7, 0, 0, 0, 0, 0, 0, 7, 14
"d:\repo\Phoenix11\messenger\templates\messenger\message.html", "HTML", 0, 44, 0, 0, 0, 0, 0, 5, 11, 60
"d:\repo\Phoenix11\messenger\templates\messenger\send-sms.html", "HTML", 0, 13, 0, 0, 0, 0, 0, 0, 6, 19
"d:\repo\Phoenix11\messenger\templates\messenger\ticket.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\repo\Phoenix11\messenger\templates\messenger\tickets.html", "HTML", 0, 64, 0, 0, 0, 0, 0, 0, 29, 93
"d:\repo\Phoenix11\messenger\tests.py", "Python", 1, 0, 0, 0, 0, 0, 0, 1, 2, 4
"d:\repo\Phoenix11\messenger\urls.py", "Python", 15, 0, 0, 0, 0, 0, 0, 0, 3, 18
"d:\repo\Phoenix11\messenger\utils.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\repo\Phoenix11\messenger\views.py", "Python", 95, 0, 0, 0, 0, 0, 0, 2, 24, 121
"d:\repo\Phoenix11\organization\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\repo\Phoenix11\organization\admin.py", "Python", 4, 0, 0, 0, 0, 0, 0, 0, 1, 5
"d:\repo\Phoenix11\organization\apis.py", "Python", 93, 0, 0, 0, 0, 0, 0, 0, 12, 105
"d:\repo\Phoenix11\organization\apps.py", "Python", 5, 0, 0, 0, 0, 0, 0, 0, 3, 8
"d:\repo\Phoenix11\organization\enums.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\repo\Phoenix11\organization\forms.py", "Python", 13, 0, 0, 0, 0, 0, 0, 0, 9, 22
"d:\repo\Phoenix11\organization\migrations\0001_initial.py", "Python", 38, 0, 0, 0, 0, 0, 0, 1, 7, 46
"d:\repo\Phoenix11\organization\migrations\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\repo\Phoenix11\organization\models.py", "Python", 40, 0, 0, 0, 0, 0, 0, 3, 11, 54
"d:\repo\Phoenix11\organization\repo.py", "Python", 102, 0, 0, 0, 0, 0, 0, 4, 19, 125
"d:\repo\Phoenix11\organization\serializers.py", "Python", 14, 0, 0, 0, 0, 0, 0, 0, 4, 18
"d:\repo\Phoenix11\organization\templates\organization\employees.html", "HTML", 0, 20, 0, 0, 0, 0, 0, 0, 7, 27
"d:\repo\Phoenix11\organization\templates\organization\includes\add-employee-app\script.html", "HTML", 0, 66, 0, 0, 0, 0, 0, 0, 9, 75
"d:\repo\Phoenix11\organization\templates\organization\includes\add-employee-app\template.html", "HTML", 0, 121, 0, 0, 0, 0, 0, 0, 18, 139
"d:\repo\Phoenix11\organization\templates\organization\includes\add-organization-unit-app\script.html", "HTML", 0, 63, 0, 0, 0, 0, 0, 0, 9, 72
"d:\repo\Phoenix11\organization\templates\organization\includes\add-organization-unit-app\template.html", "HTML", 0, 123, 0, 0, 0, 0, 0, 0, 12, 135
"d:\repo\Phoenix11\organization\templates\organization\includes\employees-app\script.html", "HTML", 0, 14, 0, 0, 0, 0, 0, 0, 1, 15
"d:\repo\Phoenix11\organization\templates\organization\includes\employees-app\template.html", "HTML", 0, 82, 0, 0, 0, 0, 0, 0, 10, 92
"d:\repo\Phoenix11\organization\templates\organization\includes\navbar.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\repo\Phoenix11\organization\templates\organization\includes\organization-unit-app\card.html", "HTML", 0, 51, 0, 0, 0, 0, 0, 0, 3, 54
"d:\repo\Phoenix11\organization\templates\organization\includes\organization-unit-app\select-script.html", "HTML", 0, 7, 0, 0, 0, 0, 0, 0, 0, 7
"d:\repo\Phoenix11\organization\templates\organization\includes\organization-units-app\script.html", "HTML", 0, 14, 0, 0, 0, 0, 0, 0, 1, 15
"d:\repo\Phoenix11\organization\templates\organization\includes\organization-units-app\template.html", "HTML", 0, 77, 0, 0, 0, 0, 0, 0, 6, 83
"d:\repo\Phoenix11\organization\templates\organization\index.html", "HTML", 0, 35, 0, 0, 0, 0, 0, 0, 7, 42
"d:\repo\Phoenix11\organization\templates\organization\layout.html", "HTML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"d:\repo\Phoenix11\organization\templates\organization\organization-unit.html", "HTML", 0, 20, 0, 0, 0, 0, 0, 0, 2, 22
"d:\repo\Phoenix11\organization\templates\organization\organization-units.html", "HTML", 0, 20, 0, 0, 0, 0, 0, 0, 7, 27
"d:\repo\Phoenix11\organization\tests.py", "Python", 1, 0, 0, 0, 0, 0, 0, 1, 4, 6
"d:\repo\Phoenix11\organization\urls.py", "Python", 16, 0, 0, 0, 0, 0, 0, 0, 7, 23
"d:\repo\Phoenix11\organization\views.py", "Python", 74, 0, 0, 0, 0, 0, 0, 0, 23, 97
"d:\repo\Phoenix11\phoenix\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\repo\Phoenix11\phoenix\asgi.py", "Python", 4, 0, 0, 0, 0, 0, 0, 8, 5, 17
"d:\repo\Phoenix11\phoenix\local_apps.py", "Python", 18, 0, 0, 0, 0, 0, 0, 6, 2, 26
"d:\repo\Phoenix11\phoenix\local_settings.py", "Python", 66, 0, 0, 0, 0, 0, 0, 1, 25, 92
"d:\repo\Phoenix11\phoenix\local_urls.py", "Python", 30, 0, 0, 0, 0, 0, 0, 0, 7, 37
"d:\repo\Phoenix11\phoenix\settings.py", "Python", 71, 0, 0, 0, 0, 0, 0, 10, 39, 120
"d:\repo\Phoenix11\phoenix\urls.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 2, 4
"d:\repo\Phoenix11\phoenix\wsgi.py", "Python", 4, 0, 0, 0, 0, 0, 0, 8, 5, 17
"d:\repo\Phoenix11\processmanagement\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\repo\Phoenix11\processmanagement\admin.py", "Python", 1, 0, 0, 0, 0, 0, 0, 1, 2, 4
"d:\repo\Phoenix11\processmanagement\apis.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\repo\Phoenix11\processmanagement\apps.py", "Python", 5, 0, 0, 0, 0, 0, 0, 0, 3, 8
"d:\repo\Phoenix11\processmanagement\enums.py", "Python", 10, 0, 0, 0, 0, 0, 0, 0, 1, 11
"d:\repo\Phoenix11\processmanagement\migrations\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\repo\Phoenix11\processmanagement\models.py", "Python", 1, 0, 0, 0, 0, 0, 0, 1, 2, 4
"d:\repo\Phoenix11\processmanagement\permission.py", "Python", 8, 0, 0, 0, 0, 0, 0, 0, 0, 8
"d:\repo\Phoenix11\processmanagement\templates\processmanagement\accounts.html", "HTML", 0, 36, 0, 0, 0, 0, 0, 0, 5, 41
"d:\repo\Phoenix11\processmanagement\templates\processmanagement\index.html", "HTML", 0, 19, 0, 0, 0, 0, 0, 0, 1, 20
"d:\repo\Phoenix11\processmanagement\templates\processmanagement\layout.html", "HTML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"d:\repo\Phoenix11\processmanagement\tests.py", "Python", 1, 0, 0, 0, 0, 0, 0, 1, 2, 4
"d:\repo\Phoenix11\processmanagement\urls.py", "Python", 9, 0, 0, 0, 0, 0, 0, 0, 2, 11
"d:\repo\Phoenix11\processmanagement\views.py", "Python", 22, 0, 0, 0, 0, 0, 0, 0, 11, 33
"d:\repo\Phoenix11\projectmanager\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\repo\Phoenix11\projectmanager\admin.py", "Python", 7, 0, 0, 0, 0, 0, 0, 1, 2, 10
"d:\repo\Phoenix11\projectmanager\apis.py", "Python", 110, 0, 0, 0, 0, 0, 0, 0, 15, 125
"d:\repo\Phoenix11\projectmanager\apps.py", "Python", 5, 0, 0, 0, 0, 0, 0, 0, 3, 8
"d:\repo\Phoenix11\projectmanager\enums.py", "Python", 19, 0, 0, 0, 0, 0, 0, 0, 17, 36
"d:\repo\Phoenix11\projectmanager\forms.py", "Python", 63, 0, 0, 0, 0, 0, 0, 0, 8, 71
"d:\repo\Phoenix11\projectmanager\migrations\0001_initial.py", "Python", 108, 0, 0, 0, 0, 0, 0, 1, 7, 116
"d:\repo\Phoenix11\projectmanager\migrations\0002_ticket.py", "Python", 32, 0, 0, 0, 0, 0, 0, 1, 6, 39
"d:\repo\Phoenix11\projectmanager\migrations\0003_alter_ticket_file.py", "Python", 13, 0, 0, 0, 0, 0, 0, 1, 6, 20
"d:\repo\Phoenix11\projectmanager\migrations\0004_alter_ticket_file.py", "Python", 13, 0, 0, 0, 0, 0, 0, 1, 6, 20
"d:\repo\Phoenix11\projectmanager\migrations\0005_project_amount.py", "Python", 12, 0, 0, 0, 0, 0, 0, 1, 6, 19
"d:\repo\Phoenix11\projectmanager\migrations\0006_alter_project_amount_alter_project_weight.py", "Python", 17, 0, 0, 0, 0, 0, 0, 1, 6, 24
"d:\repo\Phoenix11\projectmanager\migrations\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\repo\Phoenix11\projectmanager\models.py", "Python", 151, 0, 0, 0, 0, 0, 0, 1, 51, 203
"d:\repo\Phoenix11\projectmanager\repo.py", "Python", 208, 0, 0, 0, 0, 0, 0, 0, 36, 244
"d:\repo\Phoenix11\projectmanager\serializers.py", "Python", 17, 0, 0, 0, 0, 0, 0, 0, 6, 23
"d:\repo\Phoenix11\projectmanager\templates\projectmanager\includes\add-invoice-app\script.html", "HTML", 0, 94, 0, 0, 0, 0, 0, 0, 13, 107
"d:\repo\Phoenix11\projectmanager\templates\projectmanager\includes\add-invoice-app\template.html", "HTML", 0, 119, 0, 0, 0, 0, 0, 0, 23, 142
"d:\repo\Phoenix11\projectmanager\templates\projectmanager\includes\add-project-app\script.html", "HTML", 0, 58, 0, 0, 0, 0, 0, 0, 9, 67
"d:\repo\Phoenix11\projectmanager\templates\projectmanager\includes\add-project-app\template.html", "HTML", 0, 142, 0, 0, 0, 0, 0, 0, 17, 159
"d:\repo\Phoenix11\projectmanager\templates\projectmanager\includes\navbar.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\repo\Phoenix11\projectmanager\templates\projectmanager\includes\project-app\card.html", "HTML", 0, 24, 0, 0, 0, 0, 0, 0, 5, 29
"d:\repo\Phoenix11\projectmanager\templates\projectmanager\includes\project-app\script.html", "HTML", 0, 8, 0, 0, 0, 0, 0, 0, 6, 14
"d:\repo\Phoenix11\projectmanager\templates\projectmanager\includes\project-edit-app\script.html", "HTML", 0, 119, 0, 0, 0, 0, 0, 0, 19, 138
"d:\repo\Phoenix11\projectmanager\templates\projectmanager\includes\project-edit-app\template.html", "HTML", 0, 191, 0, 0, 0, 0, 0, 6, 13, 210
"d:\repo\Phoenix11\projectmanager\templates\projectmanager\includes\projects-app\script.html", "HTML", 0, 14, 0, 0, 0, 0, 0, 0, 1, 15
"d:\repo\Phoenix11\projectmanager\templates\projectmanager\includes\projects-app\template.html", "HTML", 0, 74, 0, 0, 0, 0, 0, 0, 8, 82
"d:\repo\Phoenix11\projectmanager\templates\projectmanager\includes\remote-clients-app\add-remote-client-form.html", "HTML", 0, 270, 0, 0, 0, 0, 0, 0, 80, 350
"d:\repo\Phoenix11\projectmanager\templates\projectmanager\includes\remote-clients-app\script.html", "HTML", 0, 135, 0, 0, 0, 0, 0, 0, 10, 145
"d:\repo\Phoenix11\projectmanager\templates\projectmanager\includes\remote-clients-app\template.html", "HTML", 0, 85, 0, 0, 0, 0, 0, 4, 3, 92
"d:\repo\Phoenix11\projectmanager\templates\projectmanager\includes\sub-projects-app\script.html", "HTML", 0, 36, 0, 0, 0, 0, 0, 2, 2, 40
"d:\repo\Phoenix11\projectmanager\templates\projectmanager\includes\sub-projects-app\template.html", "HTML", 0, 113, 0, 0, 0, 0, 0, 1, 49, 163
"d:\repo\Phoenix11\projectmanager\templates\projectmanager\index.html", "HTML", 0, 24, 0, 0, 0, 0, 0, 0, 3, 27
"d:\repo\Phoenix11\projectmanager\templates\projectmanager\layout.html", "HTML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"d:\repo\Phoenix11\projectmanager\templates\projectmanager\project.html", "HTML", 0, 61, 0, 0, 0, 0, 0, 0, 14, 75
"d:\repo\Phoenix11\projectmanager\templates\projectmanager\projects.html", "HTML", 0, 20, 0, 0, 0, 0, 0, 0, 7, 27
"d:\repo\Phoenix11\projectmanager\templates\projectmanager\remote-client.html", "HTML", 0, 514, 0, 0, 0, 0, 0, 0, 177, 691
"d:\repo\Phoenix11\projectmanager\templates\projectmanager\remote-clients.html", "HTML", 0, 11, 0, 0, 0, 0, 0, 0, 12, 23
