"filename", "language", "Python", "HTML", "JavaScript", "PostCSS", "XML", "Markdown", "pip requirements", "comment", "blank", "total"
"d:\repo\Phoenix11\attachments\apps.py", "Python", 5, 0, 0, 0, 0, 0, 0, 0, 3, 8
"d:\repo\Phoenix11\attachments\enums.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 4, 7
"d:\repo\Phoenix11\attachments\forms.py", "Python", 38, 0, 0, 0, 0, 0, 0, 0, 13, 51
"d:\repo\Phoenix11\attachments\migrations\0001_initial.py", "Python", 103, 0, 0, 0, 0, 0, 0, 1, 7, 111
"d:\repo\Phoenix11\attachments\migrations\0002_initial.py", "Python", 88, 0, 0, 0, 0, 0, 0, 1, 7, 96
"d:\repo\Phoenix11\attachments\migrations\0003_alter_download_file.py", "Python", 13, 0, 0, 0, 0, 0, 0, 1, 6, 20
"d:\repo\Phoenix11\attachments\migrations\0004_alter_download_file.py", "Python", 13, 0, 0, 0, 0, 0, 0, 1, 6, 20
"d:\repo\Phoenix11\attachments\migrations\0005_tag.py", "Python", 22, 0, 0, 0, 0, 0, 0, 1, 6, 29
"d:\repo\Phoenix11\attachments\migrations\0006_alter_download_file.py", "Python", 13, 0, 0, 0, 0, 0, 0, 1, 6, 20
"d:\repo\Phoenix11\attachments\migrations\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\repo\Phoenix11\attachments\models.py", "Python", 188, 0, 0, 0, 0, 0, 0, 210, 46, 444
"d:\repo\Phoenix11\attachments\repo.py", "Python", 329, 0, 0, 0, 0, 0, 0, 5, 48, 382
"d:\repo\Phoenix11\attachments\serializer.py", "Python", 42, 0, 0, 0, 0, 0, 0, 2, 21, 65
"d:\repo\Phoenix11\attachments\templates\attachments\comments.html", "HTML", 0, 13, 0, 0, 0, 0, 0, 0, 10, 23
"d:\repo\Phoenix11\attachments\templates\attachments\downloads.html", "HTML", 0, 13, 0, 0, 0, 0, 0, 0, 10, 23
"d:\repo\Phoenix11\attachments\templates\attachments\image.html", "HTML", 0, 62, 0, 0, 0, 0, 0, 5, 23, 90
"d:\repo\Phoenix11\attachments\templates\attachments\images.html", "HTML", 0, 13, 0, 0, 0, 0, 0, 0, 10, 23
"d:\repo\Phoenix11\attachments\templates\attachments\includes\areas-app\script.html", "HTML", 0, 35, 0, 0, 0, 0, 0, 0, 1, 36
"d:\repo\Phoenix11\attachments\templates\attachments\includes\areas-app\template.html", "HTML", 0, 132, 0, 0, 0, 0, 0, 0, 49, 181
"d:\repo\Phoenix11\attachments\templates\attachments\includes\comments-app\component.html", "HTML", 0, 50, 0, 0, 0, 0, 0, 0, 3, 53
"d:\repo\Phoenix11\attachments\templates\attachments\includes\comments-app\list.html", "HTML", 0, 56, 0, 0, 0, 0, 0, 0, 3, 59
"d:\repo\Phoenix11\attachments\templates\attachments\includes\comments-app\script.html", "HTML", 0, 70, 0, 0, 0, 0, 0, 0, 9, 79
"d:\repo\Phoenix11\attachments\templates\attachments\includes\comments-app\template.html", "HTML", 0, 49, 0, 0, 0, 0, 0, 0, 0, 49
"d:\repo\Phoenix11\attachments\templates\attachments\includes\downloads-app\list.html", "HTML", 0, 94, 0, 0, 0, 0, 0, 0, 19, 113
"d:\repo\Phoenix11\attachments\templates\attachments\includes\downloads-app\script.html", "HTML", 0, 46, 0, 0, 0, 0, 0, 0, 6, 52
"d:\repo\Phoenix11\attachments\templates\attachments\includes\downloads-app\template.html", "HTML", 0, 87, 0, 0, 0, 0, 0, 0, 22, 109
"d:\repo\Phoenix11\attachments\templates\attachments\includes\images-app\script.html", "HTML", 0, 54, 0, 0, 0, 0, 0, 0, 9, 63
"d:\repo\Phoenix11\attachments\templates\attachments\includes\images-app\template.html", "HTML", 0, 74, 0, 0, 0, 0, 0, 0, 38, 112
"d:\repo\Phoenix11\attachments\templates\attachments\includes\links-app\list.html", "HTML", 0, 94, 0, 0, 0, 0, 0, 0, 19, 113
"d:\repo\Phoenix11\attachments\templates\attachments\includes\links-app\script.html", "HTML", 0, 34, 0, 0, 0, 0, 0, 0, 1, 35
"d:\repo\Phoenix11\attachments\templates\attachments\includes\links-app\template.html", "HTML", 0, 88, 0, 0, 0, 0, 0, 6, 24, 118
"d:\repo\Phoenix11\attachments\templates\attachments\includes\locations-app\add-location-form.html", "HTML", 0, 19, 0, 0, 0, 0, 0, 0, 0, 19
"d:\repo\Phoenix11\attachments\templates\attachments\includes\locations-app\add-page-location-form.html", "HTML", 0, 23, 0, 0, 0, 0, 0, 0, 2, 25
"d:\repo\Phoenix11\attachments\templates\attachments\includes\locations-app\footer.html", "HTML", 0, 19, 0, 0, 0, 0, 0, 0, 4, 23
"d:\repo\Phoenix11\attachments\templates\attachments\includes\locations-app\script.html", "HTML", 0, 80, 0, 0, 0, 0, 0, 0, 11, 91
"d:\repo\Phoenix11\attachments\templates\attachments\includes\locations-app\template-with-preview.html", "HTML", 0, 59, 0, 0, 0, 0, 0, 0, 21, 80
"d:\repo\Phoenix11\attachments\templates\attachments\includes\locations-app\template.html", "HTML", 0, 57, 0, 0, 0, 0, 0, 0, 7, 64
"d:\repo\Phoenix11\attachments\templates\attachments\includes\navbar.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\repo\Phoenix11\attachments\templates\attachments\includes\page-like-app\page-likes.html", "HTML", 0, 105, 0, 0, 0, 0, 0, 0, 42, 147
"d:\repo\Phoenix11\attachments\templates\attachments\includes\page-like-app\script.html", "HTML", 0, 47, 0, 0, 0, 0, 0, 0, 3, 50
"d:\repo\Phoenix11\attachments\templates\attachments\includes\page-like-app\template-star.html", "HTML", 0, 16, 0, 0, 0, 0, 0, 0, 7, 23
"d:\repo\Phoenix11\attachments\templates\attachments\includes\page-like-app\template.html", "HTML", 0, 17, 0, 0, 0, 0, 0, 0, 7, 24
"d:\repo\Phoenix11\attachments\templates\attachments\includes\tags-app\script.html", "HTML", 0, 29, 0, 0, 0, 0, 0, 0, 2, 31
"d:\repo\Phoenix11\attachments\templates\attachments\includes\tags-app\template.html", "HTML", 0, 48, 0, 0, 0, 0, 0, 11, 7, 66
"d:\repo\Phoenix11\attachments\templates\attachments\index.html", "HTML", 0, 48, 0, 0, 0, 0, 0, 0, 9, 57
"d:\repo\Phoenix11\attachments\templates\attachments\layout.html", "HTML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"d:\repo\Phoenix11\attachments\templates\attachments\links.html", "HTML", 0, 13, 0, 0, 0, 0, 0, 0, 10, 23
"d:\repo\Phoenix11\attachments\templates\attachments\location.html", "HTML", 0, 141, 0, 0, 0, 0, 0, 9, 23, 173
"d:\repo\Phoenix11\attachments\templates\attachments\locations.html", "HTML", 0, 13, 0, 0, 0, 0, 0, 0, 6, 19
"d:\repo\Phoenix11\attachments\templates\attachments\tag.html", "HTML", 0, 36, 0, 0, 0, 0, 0, 0, 6, 42
"d:\repo\Phoenix11\attachments\templates\attachments\tags.html", "HTML", 0, 13, 0, 0, 0, 0, 0, 0, 6, 19
"d:\repo\Phoenix11\attachments\tests.py", "Python", 1, 0, 0, 0, 0, 0, 0, 1, 2, 4
"d:\repo\Phoenix11\attachments\urls.py", "Python", 31, 0, 0, 0, 0, 0, 0, 0, 15, 46
"d:\repo\Phoenix11\attachments\views.py", "Python", 276, 0, 0, 0, 0, 0, 0, 4, 71, 351
"d:\repo\Phoenix11\authentication\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\repo\Phoenix11\authentication\admin.py", "Python", 4, 0, 0, 0, 0, 0, 0, 0, 1, 5
"d:\repo\Phoenix11\authentication\apis.py", "Python", 73, 0, 0, 0, 0, 0, 0, 0, 7, 80
"d:\repo\Phoenix11\authentication\apps.py", "Python", 5, 0, 0, 0, 0, 0, 0, 0, 3, 8
"d:\repo\Phoenix11\authentication\enums.py", "Python", 11, 0, 0, 0, 0, 0, 0, 0, 8, 19
"d:\repo\Phoenix11\authentication\forms.py", "Python", 29, 0, 0, 0, 0, 0, 0, 0, 10, 39
"d:\repo\Phoenix11\authentication\migrations\0001_initial.py", "Python", 52, 0, 0, 0, 0, 0, 0, 1, 7, 60
"d:\repo\Phoenix11\authentication\migrations\0002_alter_person_prefix.py", "Python", 12, 0, 0, 0, 0, 0, 0, 1, 6, 19
"d:\repo\Phoenix11\authentication\migrations\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\repo\Phoenix11\authentication\models.py", "Python", 84, 0, 0, 0, 0, 0, 0, 6, 27, 117
"d:\repo\Phoenix11\authentication\repo.py", "Python", 159, 0, 0, 0, 0, 0, 0, 9, 29, 197
"d:\repo\Phoenix11\authentication\serializers.py", "Python", 11, 0, 0, 0, 0, 0, 0, 0, 7, 18
"d:\repo\Phoenix11\authentication\static\authentication\css\style.css", "PostCSS", 0, 0, 0, 7524, 0, 0, 0, 15, 827, 8366
"d:\repo\Phoenix11\authentication\templates\authentication\change-password.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\repo\Phoenix11\authentication\templates\authentication\includes\add-person-app\script.html", "HTML", 0, 92, 0, 0, 0, 0, 0, 0, 9, 101
"d:\repo\Phoenix11\authentication\templates\authentication\includes\add-person-app\template.html", "HTML", 0, 142, 0, 0, 0, 0, 0, 0, 20, 162
"d:\repo\Phoenix11\authentication\templates\authentication\includes\add-profile-app\script.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\repo\Phoenix11\authentication\templates\authentication\includes\add-profile-app\template.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\repo\Phoenix11\authentication\templates\authentication\includes\navbar.html", "HTML", 0, 34, 0, 0, 0, 0, 0, 0, 10, 44
"d:\repo\Phoenix11\authentication\templates\authentication\includes\person-app\card.html", "HTML", 0, 100, 0, 0, 0, 0, 0, 0, 41, 141
"d:\repo\Phoenix11\authentication\templates\authentication\includes\person-app\change-image.html", "HTML", 0, 14, 0, 0, 0, 0, 0, 0, 2, 16
"d:\repo\Phoenix11\authentication\templates\authentication\includes\person-app\select-script.html", "HTML", 0, 27, 0, 0, 0, 0, 0, 0, 3, 30
"d:\repo\Phoenix11\authentication\templates\authentication\includes\person-app\select-template.html", "HTML", 0, 13, 0, 0, 0, 0, 0, 0, 1, 14
"d:\repo\Phoenix11\authentication\templates\authentication\includes\persons-app\script.html", "HTML", 0, 14, 0, 0, 0, 0, 0, 0, 2, 16
"d:\repo\Phoenix11\authentication\templates\authentication\includes\persons-app\template.html", "HTML", 0, 83, 0, 0, 0, 0, 0, 0, 22, 105
"d:\repo\Phoenix11\authentication\templates\authentication\includes\profile-app\card.html", "HTML", 0, 106, 0, 0, 0, 0, 0, 0, 47, 153
"d:\repo\Phoenix11\authentication\templates\authentication\includes\profile-app\change-image.html", "HTML", 0, 14, 0, 0, 0, 0, 0, 0, 2, 16
"d:\repo\Phoenix11\authentication\templates\authentication\includes\profile-app\select-script.html", "HTML", 0, 27, 0, 0, 0, 0, 0, 0, 1, 28
"d:\repo\Phoenix11\authentication\templates\authentication\includes\profile-app\select-template.html", "HTML", 0, 13, 0, 0, 0, 0, 0, 0, 1, 14
"d:\repo\Phoenix11\authentication\templates\authentication\includes\profiles-app\script.html", "HTML", 0, 14, 0, 0, 0, 0, 0, 0, 2, 16
"d:\repo\Phoenix11\authentication\templates\authentication\includes\profiles-app\template.html", "HTML", 0, 88, 0, 0, 0, 0, 0, 0, 3, 91
"d:\repo\Phoenix11\authentication\templates\authentication\index.html", "HTML", 0, 48, 0, 0, 0, 0, 0, 0, 5, 53
"d:\repo\Phoenix11\authentication\templates\authentication\layout.html", "HTML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"d:\repo\Phoenix11\authentication\templates\authentication\login.html", "HTML", 0, 130, 0, 0, 0, 0, 0, 0, 21, 151
"d:\repo\Phoenix11\authentication\templates\authentication\person.html", "HTML", 0, 12, 0, 0, 0, 0, 0, 0, 3, 15
"d:\repo\Phoenix11\authentication\templates\authentication\persons.html", "HTML", 0, 19, 0, 0, 0, 0, 0, 0, 2, 21
"d:\repo\Phoenix11\authentication\templates\authentication\profile.html", "HTML", 0, 12, 0, 0, 0, 0, 0, 0, 3, 15
"d:\repo\Phoenix11\authentication\templates\authentication\profiles.html", "HTML", 0, 18, 0, 0, 0, 0, 0, 0, 2, 20
"d:\repo\Phoenix11\authentication\templates\authentication\register.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\repo\Phoenix11\authentication\tests.py", "Python", 1, 0, 0, 0, 0, 0, 0, 1, 2, 4
"d:\repo\Phoenix11\authentication\urls.py", "Python", 23, 0, 0, 0, 0, 0, 0, 0, 9, 32
"d:\repo\Phoenix11\authentication\views.py", "Python", 183, 0, 0, 0, 0, 0, 0, 0, 38, 221
"d:\repo\Phoenix11\chef\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\repo\Phoenix11\chef\admin.py", "Python", 6, 0, 0, 0, 0, 0, 0, 0, 1, 7
"d:\repo\Phoenix11\chef\apis.py", "Python", 69, 0, 0, 0, 0, 0, 0, 0, 6, 75
"d:\repo\Phoenix11\chef\apps.py", "Python", 5, 0, 0, 0, 0, 0, 0, 0, 2, 7
"d:\repo\Phoenix11\chef\enums.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\repo\Phoenix11\chef\forms.py", "Python", 18, 0, 0, 0, 0, 0, 0, 0, 3, 21
"d:\repo\Phoenix11\chef\migrations\0001_initial.py", "Python", 56, 0, 0, 0, 0, 0, 0, 1, 7, 64
"d:\repo\Phoenix11\chef\migrations\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\repo\Phoenix11\chef\models.py", "Python", 60, 0, 0, 0, 0, 0, 0, 0, 20, 80
"d:\repo\Phoenix11\chef\repo.py", "Python", 251, 0, 0, 0, 0, 0, 0, 0, 48, 299
"d:\repo\Phoenix11\chef\serializers.py", "Python", 27, 0, 0, 0, 0, 0, 0, 0, 8, 35
"d:\repo\Phoenix11\chef\templates\chef\food-item.html", "HTML", 0, 31, 0, 0, 0, 0, 0, 0, 4, 35
"d:\repo\Phoenix11\chef\templates\chef\food-items.html", "HTML", 0, 21, 0, 0, 0, 0, 0, 0, 10, 31
"d:\repo\Phoenix11\chef\templates\chef\food.html", "HTML", 0, 29, 0, 0, 0, 0, 0, 0, 12, 41
"d:\repo\Phoenix11\chef\templates\chef\foods.html", "HTML", 0, 20, 0, 0, 0, 0, 0, 0, 7, 27
"d:\repo\Phoenix11\chef\templates\chef\includes\add-food-item-app\script.html", "HTML", 0, 43, 0, 0, 0, 0, 0, 0, 4, 47
"d:\repo\Phoenix11\chef\templates\chef\includes\add-food-item-app\template.html", "HTML", 0, 79, 0, 0, 0, 0, 0, 0, 8, 87
"d:\repo\Phoenix11\chef\templates\chef\includes\add-meal-app\script.html", "HTML", 0, 92, 0, 0, 0, 0, 0, 0, 13, 105
"d:\repo\Phoenix11\chef\templates\chef\includes\add-meal-app\template.html", "HTML", 0, 172, 0, 0, 0, 0, 0, 0, 13, 185
"d:\repo\Phoenix11\chef\templates\chef\includes\add-meal-item-app\script.html", "HTML", 0, 57, 0, 0, 0, 0, 0, 0, 4, 61
"d:\repo\Phoenix11\chef\templates\chef\includes\add-meal-item-app\template.html", "HTML", 0, 113, 0, 0, 0, 0, 0, 0, 15, 128
"d:\repo\Phoenix11\chef\templates\chef\includes\food-items-app\script.html", "HTML", 0, 26, 0, 0, 0, 0, 0, 0, 3, 29
"d:\repo\Phoenix11\chef\templates\chef\includes\food-items-app\template.html", "HTML", 0, 105, 0, 0, 0, 0, 0, 0, 8, 113
"d:\repo\Phoenix11\chef\templates\chef\includes\foods-app\script.html", "HTML", 0, 14, 0, 0, 0, 0, 0, 0, 1, 15
"d:\repo\Phoenix11\chef\templates\chef\includes\foods-app\template.html", "HTML", 0, 78, 0, 0, 0, 0, 0, 0, 9, 87
"d:\repo\Phoenix11\chef\templates\chef\includes\meal-items-app\script.html", "HTML", 0, 25, 0, 0, 0, 0, 0, 0, 2, 27
"d:\repo\Phoenix11\chef\templates\chef\includes\meal-items-app\template.html", "HTML", 0, 113, 0, 0, 0, 0, 0, 0, 29, 142
"d:\repo\Phoenix11\chef\templates\chef\includes\meals-app\script.html", "HTML", 0, 14, 0, 0, 0, 0, 0, 0, 1, 15
"d:\repo\Phoenix11\chef\templates\chef\includes\meals-app\template.html", "HTML", 0, 101, 0, 0, 0, 0, 0, 0, 11, 112
"d:\repo\Phoenix11\chef\templates\chef\includes\navbar.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\repo\Phoenix11\chef\templates\chef\includes\report-app\script.html", "HTML", 0, 17, 0, 0, 0, 0, 0, 0, 1, 18
"d:\repo\Phoenix11\chef\templates\chef\includes\report-app\template.html", "HTML", 0, 62, 0, 0, 0, 0, 0, 0, 13, 75
"d:\repo\Phoenix11\chef\templates\chef\index.html", "HTML", 0, 57, 0, 0, 0, 0, 0, 0, 4, 61
"d:\repo\Phoenix11\chef\templates\chef\layout.html", "HTML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"d:\repo\Phoenix11\chef\templates\chef\meal-item.html", "HTML", 0, 44, 0, 0, 0, 0, 0, 0, 8, 52
"d:\repo\Phoenix11\chef\templates\chef\meal.html", "HTML", 0, 32, 0, 0, 0, 0, 0, 0, 10, 42
"d:\repo\Phoenix11\chef\templates\chef\meals.html", "HTML", 0, 20, 0, 0, 0, 0, 0, 0, 7, 27
"d:\repo\Phoenix11\chef\templates\chef\report.html", "HTML", 0, 12, 0, 0, 0, 0, 0, 0, 5, 17
"d:\repo\Phoenix11\chef\tests.py", "Python", 1, 0, 0, 0, 0, 0, 0, 1, 2, 4
"d:\repo\Phoenix11\chef\urls.py", "Python", 19, 0, 0, 0, 0, 0, 0, 0, 4, 23
"d:\repo\Phoenix11\chef\views.py", "Python", 121, 0, 0, 0, 0, 0, 0, 9, 32, 162
"d:\repo\Phoenix11\core\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\repo\Phoenix11\core\admin.py", "Python", 5, 0, 0, 0, 0, 0, 0, 0, 1, 6
"d:\repo\Phoenix11\core\apis.py", "Python", 95, 0, 0, 0, 0, 0, 0, 2, 8, 105
"d:\repo\Phoenix11\core\apps.py", "Python", 5, 0, 0, 0, 0, 0, 0, 0, 3, 8
"d:\repo\Phoenix11\core\enums.py", "Python", 16, 0, 0, 0, 0, 0, 0, 0, 6, 22
"d:\repo\Phoenix11\core\forms.py", "Python", 18, 0, 0, 0, 0, 0, 0, 0, 5, 23
"d:\repo\Phoenix11\core\migrations\0001_initial.py", "Python", 65, 0, 0, 0, 0, 0, 0, 1, 7, 73
"d:\repo\Phoenix11\core\migrations\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\repo\Phoenix11\core\models.py", "Python", 44, 0, 0, 0, 0, 0, 0, 135, 6, 185
"d:\repo\Phoenix11\core\repo.py", "Python", 99, 0, 0, 0, 0, 0, 0, 0, 18, 117
"d:\repo\Phoenix11\core\serializers.py", "Python", 11, 0, 0, 0, 0, 0, 0, 0, 5, 16
"d:\repo\Phoenix11\core\templates\core\includes\navbar.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\repo\Phoenix11\core\templates\core\includes\page-app\card-contents.html", "HTML", 0, 42, 0, 0, 0, 0, 0, 0, 6, 48
"d:\repo\Phoenix11\core\templates\core\includes\page-app\card.html", "HTML", 0, 5, 0, 0, 0, 0, 0, 0, 1, 6
"d:\repo\Phoenix11\core\templates\core\includes\page-app\navbar.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\repo\Phoenix11\core\templates\core\includes\page-app\script.html", "HTML", 0, 13, 0, 0, 0, 0, 0, 0, 3, 16
"d:\repo\Phoenix11\core\templates\core\includes\page-app\thumbnail-card.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\repo\Phoenix11\core\templates\core\includes\page-description-app\description.html", "HTML", 0, 26, 0, 0, 0, 0, 0, 2, 2, 30
"d:\repo\Phoenix11\core\templates\core\includes\page-description-app\short-description.html", "HTML", 0, 34, 0, 0, 0, 0, 0, 2, 2, 38
"d:\repo\Phoenix11\core\templates\core\includes\page-priority-app\script.html", "HTML", 0, 34, 0, 0, 0, 0, 0, 0, 0, 34
"d:\repo\Phoenix11\core\templates\core\includes\page-priority-app\template.html", "HTML", 0, 15, 0, 0, 0, 0, 0, 0, 6, 21
"d:\repo\Phoenix11\core\templates\core\includes\page-related-app\form.html", "HTML", 0, 39, 0, 0, 0, 0, 0, 0, 6, 45
"d:\repo\Phoenix11\core\templates\core\includes\page-related-app\script.html", "HTML", 0, 44, 0, 0, 0, 0, 0, 0, 4, 48
"d:\repo\Phoenix11\core\templates\core\includes\page-related-app\template.html", "HTML", 0, 46, 0, 0, 0, 0, 0, 0, 12, 58
"d:\repo\Phoenix11\core\templates\core\includes\page-thumbnail-header-app\script.html", "HTML", 0, 76, 0, 0, 0, 0, 0, 0, 5, 81
"d:\repo\Phoenix11\core\templates\core\includes\page-thumbnail-header-app\template.html", "HTML", 0, 121, 0, 0, 0, 0, 0, 0, 3, 124
"d:\repo\Phoenix11\core\templates\core\includes\pages-app\script.html", "HTML", 0, 17, 0, 0, 0, 0, 0, 0, 1, 18
"d:\repo\Phoenix11\core\templates\core\includes\pages-app\template.html", "HTML", 0, 68, 0, 0, 0, 0, 0, 0, 13, 81
"d:\repo\Phoenix11\core\templates\core\index.html", "HTML", 0, 23, 0, 0, 0, 0, 0, 0, 6, 29
"d:\repo\Phoenix11\core\templates\core\layout.html", "HTML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"d:\repo\Phoenix11\core\templates\core\page.html", "HTML", 0, 48, 0, 0, 0, 0, 0, 0, 33, 81
"d:\repo\Phoenix11\core\templates\core\search.html", "HTML", 0, 41, 0, 0, 0, 0, 0, 0, 17, 58
"d:\repo\Phoenix11\core\tests.py", "Python", 1, 0, 0, 0, 0, 0, 0, 1, 2, 4
"d:\repo\Phoenix11\core\urls.py", "Python", 15, 0, 0, 0, 0, 0, 0, 0, 3, 18
"d:\repo\Phoenix11\core\views.py", "Python", 130, 0, 0, 0, 0, 0, 0, 5, 27, 162
"d:\repo\Phoenix11\health\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\repo\Phoenix11\health\admin.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"d:\repo\Phoenix11\health\apis.py", "Python", 29, 0, 0, 0, 0, 0, 0, 0, 5, 34
"d:\repo\Phoenix11\health\apps.py", "Python", 5, 0, 0, 0, 0, 0, 0, 0, 2, 7
"d:\repo\Phoenix11\health\enums.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\repo\Phoenix11\health\forms.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"d:\repo\Phoenix11\health\migrations\0001_initial.py", "Python", 21, 0, 0, 0, 0, 0, 0, 1, 7, 29
"d:\repo\Phoenix11\health\migrations\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\repo\Phoenix11\health\models.py", "Python", 21, 0, 0, 0, 0, 0, 0, 0, 7, 28
"d:\repo\Phoenix11\health\repo.py", "Python", 65, 0, 0, 0, 0, 0, 0, 0, 16, 81
"d:\repo\Phoenix11\health\serializers.py", "Python", 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"d:\repo\Phoenix11\health\templates\health\drug.html", "HTML", 0, 52, 0, 0, 0, 0, 0, 0, 8, 60
"d:\repo\Phoenix11\health\templates\health\drugs.html", "HTML", 0, 21, 0, 0, 0, 0, 0, 0, 9, 30
"d:\repo\Phoenix11\health\templates\health\includes\add-drug-app\script.html", "HTML", 0, 43, 0, 0, 0, 0, 0, 0, 4, 47
"d:\repo\Phoenix11\health\templates\health\includes\add-drug-app\template.html", "HTML", 0, 92, 0, 0, 0, 0, 0, 0, 3, 95
"d:\repo\Phoenix11\health\templates\health\includes\drugs-app\script.html", "HTML", 0, 26, 0, 0, 0, 0, 0, 0, 3, 29
"d:\repo\Phoenix11\health\templates\health\includes\drugs-app\template.html", "HTML", 0, 105, 0, 0, 0, 0, 0, 0, 8, 113
"d:\repo\Phoenix11\health\templates\health\includes\navbar.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\repo\Phoenix11\health\templates\health\index.html", "HTML", 0, 24, 0, 0, 0, 0, 0, 0, 3, 27
"d:\repo\Phoenix11\health\templates\health\layout.html", "HTML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"d:\repo\Phoenix11\health\tests.py", "Python", 1, 0, 0, 0, 0, 0, 0, 1, 2, 4
"d:\repo\Phoenix11\health\urls.py", "Python", 11, 0, 0, 0, 0, 0, 0, 0, 4, 15
"d:\repo\Phoenix11\health\views.py", "Python", 48, 0, 0, 0, 0, 0, 0, 3, 17, 68
"d:\repo\Phoenix11\log\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\repo\Phoenix11\log\admin.py", "Python", 3, 0, 0, 0, 0, 0, 0, 1, 2, 6
"d:\repo\Phoenix11\log\apps.py", "Python", 5, 0, 0, 0, 0, 0, 0, 0, 2, 7
"d:\repo\Phoenix11\log\migrations\0001_initial.py", "Python", 25, 0, 0, 0, 0, 0, 0, 1, 7, 33
"d:\repo\Phoenix11\log\migrations\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\repo\Phoenix11\log\models.py", "Python", 26, 0, 0, 0, 0, 0, 0, 9, 7, 42
"d:\repo\Phoenix11\log\repo.py", "Python", 51, 0, 0, 0, 0, 0, 0, 0, 5, 56
"d:\repo\Phoenix11\log\templates\log\includes\logs-app\script.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\repo\Phoenix11\log\templates\log\includes\logs-app\template.html", "HTML", 0, 76, 0, 0, 0, 0, 0, 0, 15, 91
"d:\repo\Phoenix11\log\templates\log\includes\navbar.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\repo\Phoenix11\log\templates\log\index.html", "HTML", 0, 23, 0, 0, 0, 0, 0, 0, 20, 43
"d:\repo\Phoenix11\log\templates\log\layout.html", "HTML", 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"d:\repo\Phoenix11\log\templates\log\log.html", "HTML", 0, 45, 0, 0, 0, 0, 0, 0, 15, 60
"d:\repo\Phoenix11\log\templates\log\logs.html", "HTML", 0, 16, 0, 0, 0, 0, 0, 0, 12, 28
"d:\repo\Phoenix11\log\tests.py", "Python", 1, 0, 0, 0, 0, 0, 0, 1, 2, 4
"d:\repo\Phoenix11\log\urls.py", "Python", 9, 0, 0, 0, 0, 0, 0, 0, 1, 10
"d:\repo\Phoenix11\log\views.py", "Python", 27, 0, 0, 0, 0, 0, 0, 3, 3, 33
"d:\repo\Phoenix11\manage.py", "Python", 15, 0, 0, 0, 0, 0, 0, 3, 5, 23
"d:\repo\Phoenix11\market\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\repo\Phoenix11\market\admin.py", "Python", 10, 0, 0, 0, 0, 0, 0, 0, 1, 11
"d:\repo\Phoenix11\market\apis.py", "Python", 118, 0, 0, 0, 0, 0, 0, 0, 16, 134
"d:\repo\Phoenix11\market\apps.py", "Python", 5, 0, 0, 0, 0, 0, 0, 0, 3, 8
